Province,Constituency,Name,Gender,Party,Votes
Bulawayo,Bulawayo Central,House Gift,M,ZPM,250
Bulawayo,Bulawayo Central,Manganda Farai Kizito,M,IND,365
Bulawayo,Bulawayo Central,Manning Edward,M,UMD,86
Bulawayo,Bulawayo Central,Manungo Tawonga,M,NPF,169
Bulawayo,Bulawayo Central,Maphosa Tembani,M,ZAPU,429
Bulawayo,Bulawayo Central,Mawaro Naki,F,ZIPP,51
Bulawayo,Bulawayo Central,Mhambi Joshua,M,ZDU,59
Bulawayo,Bulawayo Central,Mhlanga Frank,M,PRC,271
Bulawayo,Bulawayo Central,Moyo Mlungisi,M,ZANU-PF,4176
Bulawayo,Bulawayo Central,Moyo Nhlanhla,M,IND,129
Bulawayo,Bulawayo Central,Msimanga Nomathamsanqa Felizwe,F,FZC,65
Bulawayo,Bulawayo Central,Ndebele Sehliselo,F,MRP,215
Bulawayo,Bulawayo Central,Ngwenya Kholwani,M,MDC-T,1648
Bulawayo,Bulawayo Central,Sibanda Geneva,M,IND,45
Bulawayo,Bulawayo Central,Sithole Taurai,M,PPP,150
Bulawayo,Bulawayo Central,Watson Nicola Jane,F,MDC-A,11178
Bulawayo,Bulawayo Central,Zvihwa Ellen,F,CODE,50
Bulawayo,Bulawayo East,Chabgwera Memory,F,UDA,219
Bulawayo,Bulawayo East,Dagwaira Keresia,F,ZIPP,215
Bulawayo,Bulawayo East,Gumbo Mbonisi,M,MRP,292
Bulawayo,Bulawayo East,Khumalo Alick,M,ZPM,152
Bulawayo,Bulawayo East,Makulumo Nacisio Elijah,M,NPF,200
Bulawayo,Bulawayo East,Mguni Nomvula,F,MDC-T,2200
Bulawayo,Bulawayo East,Moyo Mongiwa Khabelo,M,PRC,141
Bulawayo,Bulawayo East,Moyo Sikhanyiso Welcome,M,ZDU,49
Bulawayo,Bulawayo East,Muhlwa Rodger,M,ZAPU,602
Bulawayo,Bulawayo East,Murena Elijar,M,FZC,280
Bulawayo,Bulawayo East,Ncube Benedict,M,BZA,78
Bulawayo,Bulawayo East,Ncube Cuthbert,M,ZRDP,263
Bulawayo,Bulawayo East,Nyoni Ilos,M,MDC-A,9707
Bulawayo,Bulawayo East,Shora Ernest Makandigona,M,ZANU-PF,3941
Bulawayo,Bulawayo East,Zangare Dumisani,M,UMD,127
Bulawayo,Bulawayo South,Ante Sheila,F,NPF,73
Bulawayo,Bulawayo South,Chamboko Tichaona,M,ZIPP,80
Bulawayo,Bulawayo South,Jones Clayton Carmichael,M,PRC,227
Bulawayo,Bulawayo South,Mangwendeza Muvirimi Francis,M,MDC-A,4155
Bulawayo,Bulawayo South,Matengu Rueben,M,IND,102
Bulawayo,Bulawayo South,Modi Rajeshkumar. Indukant,M,ZANU-PF,5752
Bulawayo,Bulawayo South,Mpofu Teki,M,ZDU,135
Bulawayo,Bulawayo South,Muchemwa Kunashe,M,MDC-A,2249
Bulawayo,Bulawayo South,Munyaka Goodwin,M,PPP,12
Bulawayo,Bulawayo South,Musvaburi Vimbaishe,F,IND,132
Bulawayo,Bulawayo South,Ndhlebe Patricia,F,FZC,5
Bulawayo,Bulawayo South,Ngulube Josphat,M,IND,701
Bulawayo,Bulawayo South,Ngwenya Thamsanqa,M,IND,29
Bulawayo,Bulawayo South,Phiri Joseph,M,MRP,90
Bulawayo,Bulawayo South,Sibanda Gibson,M,ZAPU,207
Bulawayo,Bulawayo South,Zulu William,M,MDC-T,410
Bulawayo,Emakhandeni/Entumbane,Dube Butholezwe,M,NPF,301
Bulawayo,Emakhandeni/Entumbane,Jaravani Gladwin,M,ZIPP,347
Bulawayo,Emakhandeni/Entumbane,Makhalima Bioz,M,MRP,289
Bulawayo,Emakhandeni/Entumbane,Maphosa Mthandazo,M,PRC,205
Bulawayo,Emakhandeni/Entumbane,Moyo Makeyi Gasper,M,ZDU,111
Bulawayo,Emakhandeni/Entumbane,Moyo Sambulo,M,UDA,81
Bulawayo,Emakhandeni/Entumbane,Moyo Sidumiso,F,MDC-T,1451
Bulawayo,Emakhandeni/Entumbane,Msebele Feauture,M,ZAPU,708
Bulawayo,Emakhandeni/Entumbane,Muzungu Shadreck,M,BZA,226
Bulawayo,Emakhandeni/Entumbane,Ncube Thokoza,M,ZimFirst,172
Bulawayo,Emakhandeni/Entumbane,Tshuma Dingilizwe,M,MDC-A,8398
Bulawayo,Emakhandeni/Entumbane,Zhou Tafuma,M,ZANU-PF,3079
Bulawayo,Lobengula,Banda Gift,M,MDC-A,7619
Bulawayo,Lobengula,Dube Decent,M,NCA,84
Bulawayo,Lobengula,Gwahara Beauty,F,UDA,70
Bulawayo,Lobengula,Masuku Donovan Clavin,M,ZRDP,145
Bulawayo,Lobengula,Mbewe Naison,M,UCA,41
Bulawayo,Lobengula,Moyo Abraham,M,DOP,147
Bulawayo,Lobengula,Mpala Maideyi,F,ZANU-PF,3804
Bulawayo,Lobengula,Ncube Alfred,M,MDC-T,1009
Bulawayo,Lobengula,Ncube Shaniso Reinard,M,IND,268
Bulawayo,Lobengula,Ngirazi Sikholiwe,F,ZDU,71
Bulawayo,Lobengula,Ngulube Presia,F,MRP,230
Bulawayo,Lobengula,Ngwenya Reason,M,BZA,116
Bulawayo,Lobengula,Nkomo Sipepa Samuel,M,PRC,464
Bulawayo,Lobengula,Sibanda Nkosikhona Ashley,M,ZIPP,77
Bulawayo,Lobengula,Sikhosana Micah Michael,M,NPF,248
Bulawayo,Lobengula,Sithole Raphael,M,RPZ,81
Bulawayo,Lobengula,Tshuma Joel,M,ZAPU,411
Bulawayo,Luveve,Banana Nathan Sipho,M,FJCZ,486
Bulawayo,Luveve,Chiband-Zonde Garikai Paradzai,M,ZANU-PF,6669
Bulawayo,Luveve,Chikowore Hector Tichaona,M,APA,168
Bulawayo,Luveve,Dhlamini John Zolani Mjoli,M,ZAPU,889
Bulawayo,Luveve,Donga Lieto,M,IND,131
Bulawayo,Luveve,Dube Joshua,M,IND,122
Bulawayo,Luveve,Gumbo Patricia,F,NCA,200
Bulawayo,Luveve,Hove Nkosinathi,M,PRC,707
Bulawayo,Luveve,Magonya Clark,M,UDA,225
Bulawayo,Luveve,Mangamiso Bowasi,M,ZIPP,369
Bulawayo,Luveve,Mcijo Percival,M,UMD,110
Bulawayo,Luveve,Mlilo Sibongumusa,F,IND,216
Bulawayo,Luveve,Moyo Bekezela,M,ZimFirst,119
Bulawayo,Luveve,Moyo Tamani,F,MDC-T,3080
Bulawayo,Luveve,Moyo Thabani,M,IND,454
Bulawayo,Luveve,Ndlovu Clearance,M,MRP,658
Bulawayo,Luveve,Ndlovu Handsome,M,NPF,191
Bulawayo,Luveve,Ndlovu Stella,F,MDC-A,13193
Bulawayo,Magwegwe,Banda Eric,M,FZC,72
Bulawayo,Magwegwe,Dube Ishmael,M,IND,318
Bulawayo,Magwegwe,Dube Nkosilathi,M,IND,203
Bulawayo,Magwegwe,Dube Witness,M,MDC-T,1491
Bulawayo,Magwegwe,Gwazemba Nyasha William,M,IND,69
Bulawayo,Magwegwe,Jele Robert,M,MRP,145
Bulawayo,Magwegwe,Masuku David Ngoyi,M,APA,128
Bulawayo,Magwegwe,Mkandla Nkosana,M,IND,90
Bulawayo,Magwegwe,Matarirano Jones Norris,M,IND,17
Bulawayo,Magwegwe,Mhlanga Jonathan,M,UDA,66
Bulawayo,Magwegwe,Mlalazi Fortune Nkosilathi,M,PRC,400
Bulawayo,Magwegwe,Moyo Silobani,M,RPZ,15
Bulawayo,Magwegwe,Moyo Sukoluhle,F,ZIPP,62
Bulawayo,Magwegwe,Mukasa Debrah,F,BZA,13
Bulawayo,Magwegwe,Ndebele Anele,M,MDC-A,5650
Bulawayo,Magwegwe,Ndlovu Albert Philip,M,ZAPU,455
Bulawayo,Magwegwe,Ndlovu Nigel,M,IND,139
Bulawayo,Magwegwe,Ngwaladi Victor Mpofu,M,NPF,128
Bulawayo,Magwegwe,Nkiwane Stephen,M,ZRDP,52
Bulawayo,Magwegwe,Nyoni Lameck,M,DOP,77
Bulawayo,Magwegwe,Nyoni Zenzo,M,FDZ,45
Bulawayo,Magwegwe,Sibanda Headman,M,ZANU-PF,2366
Bulawayo,Magwegwe,Sibanda Zanele,F,ZDU,96
Bulawayo,Makokomba,Bunhu Tedious,M,ZIPP,108
Bulawayo,Makokomba,Dlamini Sifanele,M,BZA,106
Bulawayo,Makokomba,Dube Sidingani,M,ZAPU,358
Bulawayo,Makokomba,Dube Tshinga Judge,M,ZANU-PF,3989
Bulawayo,Makokomba,Hlalo Matson Mpofu,M,PRC,929
Bulawayo,Makokomba,Khupe Sibusisiwe,F,MDC-T,1335
Bulawayo,Makokomba,Lawrence Sandra,F,CODE,84
Bulawayo,Makokomba,Mashiche Moses Taurayi,M,RPZ,46
Bulawayo,Makokomba,Masuku Nkosinomusa,M,NPF,174
Bulawayo,Makokomba,Mathobela Rooyen,M,IND,43
Bulawayo,Makokomba,Mguni Ntombizodwa,F,MRP,149
Bulawayo,Makokomba,Nyandoro Tendai Sheldan,M,UMD,97
Bulawayo,Makokomba,Nyoni Danger,M,IND,192
Bulawayo,Makokomba,Sibanda Picolius Tavaziva,M,UDA,21
Bulawayo,Makokomba,Sibanda Thembelihle,F,ZDU,160
Bulawayo,Makokomba,Sithole James,M,MDC-A,7365
Bulawayo,Makokomba,Sithole Thecla,F,UCA,15
Bulawayo,Nketa,Bulayani Esnat,F,PRC,661
Bulawayo,Nketa,Jele Bekithemba,M,APA,333
Bulawayo,Nketa,Mapfumo Hilary,M,FZC,89
Bulawayo,Nketa,Mashaba Elifasi,M,ZANU-PF,7053
Bulawayo,Nketa,Masuku Phelela,M,MDC-A,12799
Bulawayo,Nketa,Mharapara Cecilia,F,UDA,84
Bulawayo,Nketa,Moyo David Junior Isheanesu,M,ZIPP,192
Bulawayo,Nketa,Mpinga Brian,M,ERA,133
Bulawayo,Nketa,Ndlovu Crispen Ju,M,MDC-T,1045
Bulawayo,Nketa,Nhliziyo Victor,M,ZAPU,495
Bulawayo,Nketa,Nkomo Sakhile Alice,F,MRP,387
Bulawayo,Nketa,Sibanda Njabulo Fortune,M,FJCZ,149
Bulawayo,Nketa,Yakobe Lazarus,M,RPZ,82
Bulawayo,Nketa,Zikhali Nokulunga,F,ZDU,104
Bulawayo,Nkulumane,Makubalo Senzeni,F,ZIPP,117
Bulawayo,Nkulumane,Moyo David,M,PRC,1295
Bulawayo,Nkulumane,Moyo Qinisani,M,IND,1701
Bulawayo,Nkulumane,Ndlovu Colson,M,ZAPU,455
Bulawayo,Nkulumane,Ndlovu David,M,ZANU-PF,4261
Bulawayo,Nkulumane,Ndlovu Dorothy Molly,F,MDC-T,1295
Bulawayo,Nkulumane,Ndlovu Mbonisi,M,PPP,160
Bulawayo,Nkulumane,Nobela Joe,M,FZC,198
Bulawayo,Nkulumane,Phulu Kucaca Ivumile,M,MDC-A,7409
Bulawayo,Nkulumane,Sibanda Killian,M,NPF,811
Bulawayo,Nkulumane,Sibanda Miniyothando,M,RPZ,61
Bulawayo,Nkulumane,Sibanda Mkhaliphi Tanaka,M,ERA,44
Bulawayo,Nkulumane,Sibanda Sibhekubuhle,M,NCA,20
Bulawayo,Nkulumane,Whatt Morege,F,ZDU,71
Bulawayo,Nkulumane,Xaba Partone,M,MRP,333
Bulawayo,Pelandaba/Mpopoma,Bota Simon,M,ZIPP,127
Bulawayo,Pelandaba/Mpopoma,Cheteni Jimius,M,FZC,178
Bulawayo,Pelandaba/Mpopoma,Dube Bongani Godfrey,M,ZDU,68
Bulawayo,Pelandaba/Mpopoma,Dube Giyani,M,UMD,80
Bulawayo,Pelandaba/Mpopoma,Dube Mbalekelwa Augustine Tanayi,M,IND,55
Bulawayo,Pelandaba/Mpopoma,Makulumo Cuthbert,M,NPF,88
Bulawayo,Pelandaba/Mpopoma,Mbewe Kamuzu,M,UDA,33
Bulawayo,Pelandaba/Mpopoma,Mhlanga Mxolisi,M,MRP,210
Bulawayo,Pelandaba/Mpopoma,Mkandla Strike,M,ZAPU,410
Bulawayo,Pelandaba/Mpopoma,Mpofu Elmon,M,IND,62
Bulawayo,Pelandaba/Mpopoma,Moyo Charles,M,MDC-A,7059
Bulawayo,Pelandaba/Mpopoma,Moyo Nhlanhla,M,APA,88
Bulawayo,Pelandaba/Mpopoma,Nyathi Bekithemba,M,PRC,246
Bulawayo,Pelandaba/Mpopoma,Sibanda Jellot Benard,M,RPZ,49
Bulawayo,Pelandaba/Mpopoma,Sibanda Mbuso,M,MDC-T,1465
Bulawayo,Pelandaba/Mpopoma,Terera David,M,BZA,92
Bulawayo,Pelandaba/Mpopoma,Tshuma Joseph,M,ZANU-PF,4079
Bulawayo,Pumula,Bhebhe Hosea George,M,ZDU,142
Bulawayo,Pumula,Hlongwane Sifiso George,M,PRC,248
Bulawayo,Pumula,Hove Marano,M,NCA,64
Bulawayo,Pumula,Jaison Esnath,F,FZC,65
Bulawayo,Pumula,Mahlangu Sichelesile,F,MDC-A,9241
Bulawayo,Pumula,Moyo Ndumiso,M,UDA,111
Bulawayo,Pumula,Mphamba Letlogonolo Nhlanhla,M,IND,91
Bulawayo,Pumula,Mpofu Kumbulani,M,ZANU-PF,4650
Bulawayo,Pumula,Ncube Godfrey Malaba,M,NPF,715
Bulawayo,Pumula,Ncube Losiya,F,IND,243
Bulawayo,Pumula,Ncube Peter,M,ZIPP,92
Bulawayo,Pumula,Ncube Richard,M,ZAPU,911
Bulawayo,Pumula,Ncube Xolani,M,MRP,332
Bulawayo,Pumula,Nkala Nkululeko,M,IND,838
Bulawayo,Pumula,Nyathi Paul,M,ZRDP,260
Bulawayo,Pumula,Nyoni Stanford,M,RPZ,122
Harare,Budiriro,Chirombe Oddrey Sydney,M,MDC -T,4409
Harare,Budiriro,Chitate Nelson Tendai,M,IND,611
Harare,Budiriro,Gatsi Clayton,M,PRC,212
Harare,Budiriro,Gomwe Godwin Simbarashe,M,ZANU-PF,8529
Harare,Budiriro,Lupemba Derek,M,CODE,69
Harare,Budiriro,Machingauta Costa,M,MDC-A,28575
Harare,Budiriro,Mavunga Kudakwashe Evans,M,IND,78
Harare,Budiriro,Muchakasi Mary,F,NPF,60
Harare,Budiriro,Mudoka Edmore,M,ZIPP,67
Harare,Budiriro,Murwira Taona,M,IND,61
Harare,Budiriro,Musindo Evelyn Subuzikeni,F,NCA,68
Harare,Budiriro,Shoniwa Ruth,F,FF,44
Harare,Budiriro,Tavengwa Silas,M,MAAT,28
Harare,Chitungwiza North,Chikasha Tendayi,M,ZANU-PF,6262
Harare,Chitungwiza North,Dehwa Hapiness,F,UDA,166
Harare,Chitungwiza North,Dzinoreva George Chakaipa,M,ZIPP,102
Harare,Chitungwiza North,Kaseke Rufaro,M,IND,115
Harare,Chitungwiza North,Maruta Wellington,M,IND,136
Harare,Chitungwiza North,Mtembo Assan,M,IND,3312
Harare,Chitungwiza North,Mugadza Isaac,M,IND,419
Harare,Chitungwiza North,Nyashero Michael,M,BZA,37
Harare,Chitungwiza North,Nyaungwa Desmond Pedzisayi,M,MDC –T,1499
Harare,Chitungwiza North,Samuriwo Esabel,F,ZDU,70
Harare,Chitungwiza North,Sithole Godfrey Karakadzayi,M,MDC-A,10756
Harare,Chitungwiza North,Zharare Martins,M,PRC,49
Harare,Chitungwiza South,Jasoni Shadreck,M,ZIPP,289
Harare,Chitungwiza South,Kaliati Amos,M,MDC –T,3340
Harare,Chitungwiza South,Mafuratidze Goodwell,M,ZANU-PF,8434
Harare,Chitungwiza South,Mahamba Chipo Bessie,F,BZA,419
Harare,Chitungwiza South,Makaranga Tichaona,M,PPP,109
Harare,Chitungwiza South,Mashinya Mabie,F,IND,151
Harare,Chitungwiza South,Mavhunga Maxwell,M,MDC-A,15823
Harare,Chitungwiza South,Nyamusambira Brian Ngonidzashe,M,NPF,76
Harare,Chitungwiza South,Svodziwa Jesca,F,UDA,27
Harare,Chitungwiza South,Tamuka Lawrence Jonathan,M,PRC,58
Harare,Chitungwiza South,Wallace Shailet,F,UANC,49
Harare,Dzivarasekwa,Chihota Collen,M,BZA,218
Harare,Dzivarasekwa,Chimhini George Patrick,M,ZANU-PF,9422
Harare,Dzivarasekwa,Chinouda Memory,F,NCA,110
Harare,Dzivarasekwa,Gondongwe Tinashe,F,PRC,178
Harare,Dzivarasekwa,Muchenje Irene,F,ZAPU,103
Harare,Dzivarasekwa,Mufambisi Oliver,M,MDC-T,1984
Harare,Dzivarasekwa,Mushoriwa Edwin,M,MDC-A,15134
Harare,Dzivarasekwa,Muzanenhamoruth,F,UANC,32
Harare,Dzivarasekwa,Nkala Simbarashe,M,IND,155
Harare,Dzivarasekwa,Nyaruwata Luke,M,IND,166
Harare,Dzivarasekwa,Vhanga Nicodimus,M,NPF,58
Harare,Epworth,Charakupa Kudzai Shekelton,M,PRC,419
Harare,Epworth,Damson Kudakwashe,M,ZANU-PF,16149
Harare,Epworth,Gosha Felix,M,IND,462
Harare,Epworth,Kahanda Calista,F,CODE,249
Harare,Epworth,Kamukosi Christopher,M,ZDU,151
Harare,Epworth,Kasvosve Memory,F,NCA,180
Harare,Epworth,Kureva Earthrage,M,MDC-A,26082
Harare,Epworth,Makari Zalerah Hazvineyi,F,IND,10745
Harare,Epworth,Mukaadiralambert,M,FZC,115
Harare,Epworth,Mukanhairi Damian,M,MDC-T,2673
Harare,Epworth,Muroyiwa Tichaona,M,ZIPP,111
Harare,Glen Norah,Chikombo Wellington,M,MDC-A,14998
Harare,Glen Norah,Jaya Phillipa,F,UDA,183
Harare,Glen Norah,Jiri Liberty Tapiwa,M,CODE,49
Harare,Glen Norah,Juta Francis,M,BZA,67
Harare,Glen Norah,Konde Simon,M,IND,371
Harare,Glen Norah,Kwinjo Godwin Zvikomborero,M,ZIPP,151
Harare,Glen Norah,Mangwiro Dumisani,M,NCA,33
Harare,Glen Norah,Manomano Simbarashe,M,MDC –T,644
Harare,Glen Norah,Muchenyura Tinashe,M,PRC,120
Harare,Glen Norah,Mudzengerere Alexio,M,ZANU-PF,4025
Harare,Glen Norah,Story Finess,F,UANC,55
Harare,Glen View North,Chafa Silvia,F,CODE,100
Harare,Glen View North,Chaparika George,M,PRC,192
Harare,Glen View North,Chasakara Thomas,M,UDM,80
Harare,Glen View North,Chikamvekareuben,M,MDC –T,1526
Harare,Glen View North,Chiwamba Sitamire Fortunate,F,NCA,28
Harare,Glen View North,Dinar Kennedy,M,MDC-A,10523
Harare,Glen View North,Kamtsamba Kevin Partson,M,ZDU,66
Harare,Glen View North,Machingura Lovemore,M,ZIPP,76
Harare,Glen View North,Mambo Martin,M,ZANU-PF,2957
Harare,Glen View North,Shana Fungai,M,IND,59
Harare,Glen View South,Chipango Dumisani,M,ZANU-PF,3248
Harare,Glen View South,Felizardo Penlodge,M,BZA,112
Harare,Glen View South,Hakata Grandmore,M,IND,3315
Harare,Glen View South,Howera Hilarion,M,NCA,34
Harare,Glen View South,Huta Norleen,F,CODE,74
Harare,Glen View South,Kahari Joseph,M,MDC –T,452
Harare,Glen View South,Kasema Maxwell,M,IND,130
Harare,Glen View South,Million Edwin,M,PRC,39
Harare,Glen View South,Rateiwa Crispen,M,ZIPP,100
Harare,Glen View South,Tsvangirayi Java Vimbayi,F,MDC-A,9942
Harare,Harare Central,Bvirakare Francis,M,PRC,105
Harare,Harare Central,Chinyati Christopher,M,BZA,191
Harare,Harare Central,Mangwende Misheck,M,ZANU-PF,5632
Harare,Harare Central,Masarira Linda Tsungirirai,F,MDC-T,2251
Harare,Harare Central,Matsaira Brian,M,IND,286
Harare,Harare Central,Toure Edith,F,NCA,173
Harare,Harare Central,Zwizwai Murisi,M,MDC-A,10876
Harare,Harare East,Biti Laxton Tendai,M,MDC-A,20592
Harare,Harare East,Gutu Obert Chaurura,M,MDC –T,1269
Harare,Harare East,Mabviko Damiano,M,NCA,60
Harare,Harare East,Mlambo Garikai,M,IND,798
Harare,Harare East,Mudavanhu Peter,M,IND,239
Harare,Harare East,Mudzumwe Jobert,M,NPF,41
Harare,Harare East,Mukupe Terence,M,ZANU-PF,8593
Harare,Harare East,Sibanyoni Linda Kushinga,F,IND,485
Harare,Harare East,Zvenyika Munyoro Itai,M,PRC,381
Harare,Harare North,Chipangura Shadreck Dzakoromoka,M,CODE,208
Harare,Harare North,Kangadzi Tito,M,NCA,202
Harare,Harare North,Kurisa Tarwireyi Arrigyienerrow,M,BZA,166
Harare,Harare North,Makiseni Gift,M,PRC,146
Harare,Harare North,Markham Allan Norman,M,MDC-A,16820
Harare,Harare North,Mazarura Philemon,M,MDC-T,631
Harare,Harare North,Mudambo Tongesayi,M,ZANU-PF,12105
Harare,Harare North,Nyandoroh Rosemary Zvinaiye M,F,ZDU,404
Harare,Harare South,Chigwada Tatenda,M,PRC,679
Harare,Harare South,Chiwanika Spencer,M,NPF,620
Harare,Harare South,Jambaya Desmond,M,MDC –T,4016
Harare,Harare South,Kazetete Robson,M,IND,1829
Harare,Harare South,Kurisa Gaylord Kurisa,M,BZA,150
Harare,Harare South,Mashayamombe Shadreck,M,MDC-A,21366
Harare,Harare South,Mharadze Runwork,M,NCA,142
Harare,Harare South,Mnangagwa Tongai Mafidi,M,ZANU-PF,24503
Harare,Harare South,Munondo Maxwell,M,IND,1251
Harare,Harare South,Ndagurwa Hearvy,M,ZIPP,189
Harare,Harare South,Nyambuya Nathan Muchazondida,M,IND,325
Harare,Harare South,Piki Elliot,M,IND,393
Harare,Harare South,Saurombe Tichaona Samuel,M,MDC-A,7816
Harare,Harare South,Tanyiswa Super,M,IND,136
Harare,Harare West,Hoyi Dephine,F,ZIPP,210
Harare,Harare West,Machiridza Malcom Tanaka,M,IND,531
Harare,Harare West,Majome Fungayi Jessie,F,IND,4021
Harare,Harare West,Mamombe Joanah,F,MDC-A,20045
Harare,Harare West,Mashavave George,M,ZANU-PF,5115
Harare,Harare West,Mukove Tawanda,M,UANC,81
Harare,Harare West,Samson Samuel,M,NCA,29
Harare,Harare West,Tome Vongai,F,PRC,249
Harare,Harare West,Zvimba Eliah,M,MDC -T,814
Harare,Hatfield,Chengeta Tsungai Ellen,F,NPF,140
Harare,Hatfield,Jirira Sindisiwe Sandra,F,NCA,160
Harare,Hatfield,Kanyangu Richard Mutsa,M,UPZ,142
Harare,Hatfield,Katiyo Jacqueline,F,PRC,166
Harare,Hatfield,Makoni Tonderai Sidney,M,CODE,127
Harare,Hatfield,Manyimwa Wicklord,M,IND,1194
Harare,Hatfield,Masango Owen,M,IND,277
Harare,Hatfield,Mashakada Tapiwa,M,MDC-A,18576
Harare,Hatfield,Musukuma Danny,M,ZANU-PF,6455
Harare,Hatfield,Mwamuka Jatira Agatha,F,ZDU,128
Harare,Hatfield,Ndoro Tendai Dephine,F,IND,1128
Harare,Hatfield,Shereni Bornwell,M,IND,704
Harare,Hatfield,Shoniwa Admire,M,IND,87
Harare,Hatfield,Tapfumaneyi Lydia,F,ZIPP,52
Harare,Hatfield,Vitrino Keith Tafadzwa,M,MDC –T,1119
Harare,Highfield East,Bgwende Gilbert,M,PRC,453
Harare,Highfield East,Charama Nyaradzo,F,MDC –T,1943
Harare,Highfield East,Chinamano Kudakwashe I.T,M,IND,726
Harare,Highfield East,Kwenda Onias,M,CODE,106
Harare,Highfield East,Luveve Pennina,F,NCA,43
Harare,Highfield East,Mashonganyika Mike Taka,M,ZANU-PF,3648
Harare,Highfield East,Mhizha Wellington,M,IND,412
Harare,Highfield East,Murai Erick,M,MDC-A,13079
Harare,Highfield East,Mushosho Cephas,M,ZIPP,100
Harare,Highfield East,Ndawana Edina,F,BZA,97
